timestamp	years	player	emotion	social	friends	irl	gained
2019/06/20 11:10:36 AM GMT+2	7	3	4	5	3	4	Not only numbers matter. Also, If you think you can't do something, pretend to be a PC that can.
	expression
2019/06/20 11:18:51 AM GMT+2	2	4	4	4	5	3	
	
2019/06/20 11:20:50 AM GMT+2	2	2	2	4	3	5	I learned how to think critically, on my feet, and often outside the box.
	improvisation
2019/06/20 11:23:04 AM GMT+2	20	4	3	4	4	4	
	
2019/06/20 11:24:15 AM GMT+2	16	4	3	4	3	5	
	
2019/06/20 11:24:58 AM GMT+2	2	5	5	5	5	5	Time Management, Interpersonal Relationship Management 
	management
2019/06/20 11:24:59 AM GMT+2	1	3	3	4	3	3	
	
2019/06/20 11:27:20 AM GMT+2	1	3	1	4	3	4	Problem solving
	problem solving
2019/06/20 11:36:34 AM GMT+2	4	4	4	5	4	5	Creativity, mathematical skills, several circles of loyal friends and an appreciation for the finer points of oddly-shaped dice
	creativity|math|friendship
2019/06/20 11:40:54 AM GMT+2	13	3	2	5	5	5	Acting
	practice irl
2019/06/20 11:41:35 AM GMT+2	6	3	3	4	4	3	sometimes dumb shit just happens even though you can't do anything about it
	fun
2019/06/20 11:41:59 AM GMT+2	5	3	3	4	4	4	
	
2019/06/20 11:45:22 AM GMT+2	2	3	2	2	2	5	
	
2019/06/20 11:49:11 AM GMT+2	6	3	3	5	4	4	
	
2019/06/20 11:52:10 AM GMT+2	3	1	4	3	3	4	Never take anything too serious
	fun
2019/06/20 11:52:23 AM GMT+2	1	5	4	4	3	4	
	
2019/06/20 11:56:25 AM GMT+2	6	3	1	4	1	3	How to write better.
	writing
2019/06/20 12:04:53 PM GMT+2	4	5	3	3	4	4	Game designing skills
	creativity
2019/06/20 12:10:08 PM GMT+2	2	4	1	5	3	5	Making stuff on the go (to lie i guess)
	improvisation
2019/06/20 12:19:34 PM GMT+2	3	5	4	5	5	5	Sometimes you just gotta roll with the punches and go with the flow. Players wanna do something nuts? Let 'em. Its bound to be a good story.
	improvisation
2019/06/20 12:19:52 PM GMT+2	2	4	3	4	3	4	How to better structure my arguments and communicate my meaning. How to adapt my communion style for different audiences. 
	expression
2019/06/20 12:23:08 PM GMT+2	19	3	2	4	2	4	Improved my English
	english
2019/06/20 12:23:48 PM GMT+2	4	3	3	2	3	3	I think I have found a good way to use my creative mind, especially when DM'ing. I really enjoy spending D&D quality time with my players and friends.
	creativity|friendship|fun
2019/06/20 12:25:23 PM GMT+2	2	3	3	4	4	5	It helped me overcome part of my severe agoraphobia and social anxiety
	expression|social
2019/06/20 12:26:07 PM GMT+2	15	3	4	5	3	4	As a DM, I’ve learned how to communicate more effectively; I have to think about each person in the group I’m speaking to, judging whether Im engaging them, and whether they actually understood/were listening. Tailoring my communication to bring in one (new/difficult/etc.) player without hurting the story or the other players’ experience was an unexpected new skill. 
	empathy|storytelling
2019/06/20 12:26:21 PM GMT+2	6	3	2	3	3	4	
	
2019/06/20 12:27:07 PM GMT+2	25	4	4	5	3	4	How to accept difficult fate and not give up.
	practice irl
2019/06/20 12:30:24 PM GMT+2	5	3	1	2	2	4	That role-playing games are really fun 
	fun
2019/06/20 12:33:41 PM GMT+2	12	4	4	5	4	4	creativity
	creativity
2019/06/20 12:36:49 PM GMT+2	1	4	2	5	4	5	
	
2019/06/20 12:39:12 PM GMT+2	10	2	3	4	3	4	
	
2019/06/20 12:41:18 PM GMT+2	3	2	4	4	5	5	A different way to look at issues at hand. Team work. 
	improvisation|social
2019/06/20 12:41:39 PM GMT+2	1	3	3	3	4	3	I feel Ive become better at planning, and using my imagination.
	management|creativity
2019/06/20 12:42:34 PM GMT+2	8	3	2	3	2	4	Fun
	fun
2019/06/20 1:07:23 PM GMT+2	2	3	5	5	5	5	Quick math. 
	math
2019/06/20 1:11:06 PM GMT+2	30	3	2	2	2	4	The craft of storytelling
	storytelling
2019/06/20 1:13:01 PM GMT+2	9	2	2	4	3	5	
	
2019/06/20 1:21:44 PM GMT+2	30	3	4	5	5	4	An expanded facility with reading, writing, art, science, and (especially) vocabulary are the most obvious things that D&D taught me. These are by far outweighed by the more useful ability to consider things from another person's point of view. Role-playing, after all, is a continuous exercise in imagining how another person might act and feel in a situation, and it is easy to extrapolate this into an improved empathy for others in day-to-day life. 
	writing|english|empathy
2019/06/20 1:25:46 PM GMT+2	3	4	3	4	4	4	
	
2019/06/20 1:25:53 PM GMT+2	15	4	4	5	3	5	Skills at managing groups and group discussions
	management
2019/06/20 1:32:12 PM GMT+2	30	2	2	3	3	4	New friends, imagination gain, release from real world
	friendship|creativity
2019/06/20 1:32:17 PM GMT+2	2	3	2	4	1	1	Improvisation skills, storytelling skills
	improvisation|storytelling
2019/06/20 1:32:47 PM GMT+2	1	1	2	4	3	4	Personalities count
	fun
2019/06/20 1:35:27 PM GMT+2	1	3	3	3	2	3	Fun, creativity and respect for creators. 
	fun|creativity
2019/06/20 1:37:14 PM GMT+2	2	3	1	1	1	1	Nothing. It's a good excuse to see friends every month. 
	fun|friendship
2019/06/20 1:39:10 PM GMT+2	6	3	2	2	2	3	Storytelling
	storytelling
2019/06/20 1:41:13 PM GMT+2	1	2	4	3	5	5	Different ways of storytelling
	storytelling
2019/06/20 1:46:15 PM GMT+2	3	1	4	5	3	3	Getting a girlfriend
	friendship
2019/06/20 1:48:25 PM GMT+2	4	4	3	1	3	4	
	
2019/06/20 1:48:32 PM GMT+2	15	2	5	5	5	5	
	
2019/06/20 1:56:53 PM GMT+2	9	4	2	5	4	4	
	
2019/06/20 1:57:26 PM GMT+2	15	4	1	4	1	2	
	
2019/06/20 1:57:44 PM GMT+2	6	4	3	3	4	3	
	
2019/06/20 1:57:58 PM GMT+2	5	3	4	5	5	4	Role playing games have helped me become more social and connect better with others by understanding individuals, their personal struggles, and how they deal with them.
	social|empathy
2019/06/20 2:02:58 PM GMT+2	1	1	3	4	3	3	Basic mental math
	math
2019/06/20 2:11:33 PM GMT+2	7	4	4	4	4	4	Teamwork makes the dream work
	social
2019/06/20 2:17:33 PM GMT+2	3	4	3	4	3	4	I began playing D&D as an adult, so I had already learnt many of the social skills and behaviours that you are alluding to, but I have learned to manage social situations to reflect the desired outcomes shared by many in a collaborative game. As a GM, organising and playing D&D has been a constant reminder to me to be aware of others and to take responsibility for my actions.As a relatively inexperienced GM I've learned that narratives can not be treated in the same way in different mediums. When I made a particular blunder of depriving my players of agency in a kobayashi maru type scenario I understod the frustrations of my players and sided with them by doubling my efforts to improve their experience of the game. As a player, I've learned to immediately deal with a conflict of interest by calmly explaining any issues and asking for empathy, even if other players do no concede to reasons unless they too have felt negatively affected.On a more general note, organising D&D has drastically improved my time management and organisational skills.
	social|management|storytelling|empathy
2019/06/20 2:19:03 PM GMT+2	2.5	3	4	5	4	5	
	
2019/06/20 2:23:03 PM GMT+2	1	2	4	4	3	3	
	
2019/06/20 2:24:45 PM GMT+2	7	5	2	3	3	4	
	
2019/06/20 2:26:34 PM GMT+2	17	3	3	4	3	5	First off, it did wonders for my mental math abilities. I can also say it help with making me more comfortable speaking to a group as well as gave me a unique mindset for problem solving.while I can't say it is a skill, it has also helped me be more creative when it comes to storytelling and character design.
	problem solving|math|creativity
2019/06/20 2:27:48 PM GMT+2	7	4	4	5	3	4	Improvisation skills
	improvisation
2019/06/20 2:32:59 PM GMT+2	1	1	4	4	3	3	RPG's are a cool and fun social experience based around a game.
	social|fun
2019/06/20 2:33:18 PM GMT+2	12	4	3	5	5	5	How to manage 6 bumbling idioys at a time
	management
2019/06/20 2:37:21 PM GMT+2	38	4	5	5	5	5	I started running games at age 7. I have strong language skills, strong math skills, and a deep understanding of story structure. In school I knew more words than others, and when studies turned to mythology and medieval history, I found I had already learned those things. In science I found I was ahead because I had adjudicated fires and explosions, time and distance, weather effects, etc. Having first used multiplication, fractions, and calculation of averages in play, I ended up with a degree in mathematics. Most importantly, I am able to organize and lead groups of people, which every Dungeon Master must do if they are to run games.
	math|english|management
2019/06/20 2:40:19 PM GMT+2	20	4	4	5	4	4	Confidence
	confidence
2019/06/20 2:41:34 PM GMT+2	20	3	4	5	4	4	
	
2019/06/20 2:42:22 PM GMT+2	20	4	4	2	3	4	creative outlet, and the opportunity to sneakily teach kids math and reading
	creativity|math
2019/06/20 2:45:13 PM GMT+2	3	2	3	3	4	4	
	
2019/06/20 2:53:46 PM GMT+2	1	2	3	4	5	4	
	
2019/06/20 2:54:35 PM GMT+2	10	2	4	3	2	4	More empathy by putting myself in another's shoes.
	empathy
2019/06/20 2:56:35 PM GMT+2	4	3	4	3	4	3	
	
2019/06/20 3:00:08 PM GMT+2	2	5	4	5	5	4	Just a way to interact well with others and be more creative
	fun|social|creativity
2019/06/20 3:00:26 PM GMT+2	2	3	3	4	3	3	
	
2019/06/20 3:05:33 PM GMT+2	3	2	4	4	4	4	
	
2019/06/20 3:09:02 PM GMT+2	1	3	3	4	4	4	
	
2019/06/20 3:10:15 PM GMT+2	5	3	3	3	3	4	Leading people who don't want to be led. 
	management
2019/06/20 3:10:18 PM GMT+2	1	4	4	5	4	4	
	
2019/06/20 3:13:36 PM GMT+2	4	2	3	5	4	4	
	
2019/06/20 3:18:13 PM GMT+2	5	3	4	3	4	4	How to work on the fly
	improvisation
2019/06/20 3:20:14 PM GMT+2	3	3	4	4	4	4	It’s ok to be a little different. Also, it’s ok to try something new like a voice or being a DM. It doesn’t matter to the players if you are bad at it or not. So long as everyone is having fun, nothing is wrong about it.
	fun
2019/06/20 3:23:43 PM GMT+2	2	3	2	2	2	4	
	
2019/06/20 3:24:09 PM GMT+2	4	2	4	5	5	5	I have gained some lifelong friends in the process of playing DnD over the last 4 years.
	friendship
2019/06/20 3:25:10 PM GMT+2	4	3	3	4	4	4	Creative think/improv, talking point when meeting new people
	improvisation|creativity
2019/06/20 3:32:28 PM GMT+2	2	4	2	5	3	4	Improvisational skills, confidence, public speaking, how to describe things/ideas more clearly and efficiently
	improvisation|confidence|social
2019/06/20 3:33:54 PM GMT+2	.5	1	3	4	4	4	
	
2019/06/20 3:33:58 PM GMT+2	7	3	2	4	2	4	As a DM to be able to do voices, mannerisms and actions relating to NPC's the players encounter. Even though I was with friends, it was still a bigger hurdle than expected when I first started. Having done this for a few years now has made being a teacher and standing in front of a class a little bit easier for me.
	social|expression
2019/06/20 3:36:44 PM GMT+2	10	3	2	2	2	2	It helps me express my creative side.
	creativity
2019/06/20 3:40:27 PM GMT+2	25	3	4	5	4	4	Creative problem solving, cognitive reasoning, public speaking, and organizational behavior skills. 
	creativity|social|management
2019/06/20 3:41:21 PM GMT+2	5	2	4	5	5	4	A mean in which, as a writer, I can develop myself and actualy make good use of it.
	storytelling
2019/06/20 3:42:01 PM GMT+2	10	4	2	2	1	4	I’ve learned and gained confidence and creativity, mostly though worldbuilding as I DM.
	creativity|confidence
2019/06/20 3:43:00 PM GMT+2	1	3	5	5	4	5	Coming up with solutions
	improvisation
2019/06/20 3:44:01 PM GMT+2	2	3	3	4	4	3	Lemons
	
2019/06/20 3:44:46 PM GMT+2	3	1	5	5	5	5	To be comfortable with expressing emotions (which can be difficult for men). It has also helped me with issues like anxiety and low self-esteem, and I’ve made a bunch of friends this way.
	emotion|confidence|expression|friendship
2019/06/20 3:45:44 PM GMT+2	6	3	4	4	4	3	storytelling
	storytelling
2019/06/20 3:49:23 PM GMT+2	3	3	4	4	4	4	Conflict management and problem solving.
	management|problem slvint
2019/06/20 3:51:24 PM GMT+2	3	3	5	5	5	5	Teamwork and trust building. This was a problem for me in elementary school and highschool, as my partner(s) in groups would say they'd help me, but wouldn't. I still have some issues of that now, even though I am in college, but D&D has helped me build up those skills again.
	social
2019/06/20 3:52:27 PM GMT+2	1	3	3	5	3	4	How to deal with players with lack of enthusiasm, or players who like to bend the rules
	management
2019/06/20 3:53:00 PM GMT+2	7	3	4	4	4	5	
	
2019/06/20 3:53:48 PM GMT+2	12	4	4	4	5	4	From most to least significant: - Information organization skills including efficiency, clarity, data structures, and abstracting complex information- Improvisational skills including casual conversation, responding to objections, quickly synthesizing variables, and making definitive decisions withimited information- Collaborative skills including scheduling, conflict management, and ensuring all parties have a voice and buy-in for group decisions- Diverse historical knowledge including complex thinking about economics, social structures, religion, and morality
	improvisation|collaboration|management
2019/06/20 3:54:35 PM GMT+2	5	2	4	5	4	5	
	
2019/06/20 3:55:08 PM GMT+2	11	4	2	2	3	4	Strategy, dealing with failure positively
	strategy
2019/06/20 4:05:09 PM GMT+2	1	3	4	4	3	4	I find that I have developed new ways of looking at writing and world building, focusing on a living world rather than a mechanical series of story beats.
	writing|storytelling
2019/06/20 4:07:33 PM GMT+2	1	1	3	4	4	3	To enjoy myself more and to even be more assertive. 
	fun|expression
2019/06/20 4:07:43 PM GMT+2	3 	2	3	4	4	5	Mostly team/event management skills needed to run games at times available for everyone. Especially over the internet where time zones and other factors are taken into account.
	management
2019/06/20 4:09:11 PM GMT+2	5	3	4	4	5	5	
	
2019/06/20 4:09:43 PM GMT+2	15	5	2	4	4	4	
	
2019/06/20 4:10:28 PM GMT+2	1	1	2	2	4	3	Friends
	friendship
2019/06/20 4:13:46 PM GMT+2	6	2	3	4	4	3	
	
2019/06/20 4:15:32 PM GMT+2	7	3	4	5	4	4	Empathy
	empathy
2019/06/20 4:17:03 PM GMT+2	1	5	2	2	2	2	I guess I gained some insight in the difference between what I expect people to latch onto and what trivialities people actually tend to focus on. 
	social
2019/06/20 4:17:11 PM GMT+2	3	3	4	5	5	5	Just how outgoing I really am.
	expression
2019/06/20 4:19:58 PM GMT+2	1	1	4	5	5	4	confidence
	confidence
2019/06/20 4:20:07 PM GMT+2	4	2	3	4	5	4	
	
2019/06/20 4:21:10 PM GMT+2	4	1	2	4	4	3	
	
2019/06/20 4:26:09 PM GMT+2	3	3	3	2	3	3	It was a new way to explore fun character ideas and interact in ridiculous ways. Voice acting has always been hard for me as well and the games have helped with that. 
	creativity
2019/06/20 4:31:44 PM GMT+2	2	4	4	5	5	4	Improv
	improvisation
2019/06/20 4:36:17 PM GMT+2	4	1	4	5	3	4	
	
2019/06/20 4:37:07 PM GMT+2	5	3	3	4	3	4	I become comfortable around new people quicker and am better at talking in groups of strange people now
	social|expression
2019/06/20 4:37:24 PM GMT+2	2	3	5	5	4	4	I learned to be open and honest with people about my feelings even if it doesn't necessarily change things.
	expression
2019/06/20 4:37:38 PM GMT+2	8	4	4	4	5	5	Gained a sense of community and belonging 
	social
2019/06/20 4:38:34 PM GMT+2	2	5	4	3	4	5	
	
2019/06/20 4:38:57 PM GMT+2	2	3	3	4	3	3	Better improvisation
	improvisation
2019/06/20 4:43:23 PM GMT+2	30	2	2	3	4	3	Knowledge of nerd culture and some history
	fun
2019/06/20 4:43:57 PM GMT+2	4	5	4	4	4	5	I have learned how to be more creative with my problem solving. I also have become very good at quick calculations and probability.
	creativity|problem solving|math
2019/06/20 4:44:09 PM GMT+2	35	3	1	4	2	4	
	
2019/06/20 4:47:05 PM GMT+2	5	2	4	3	4	4	how to truly be in someone else's shoes
	empathy
2019/06/20 4:55:17 PM GMT+2	4	3	4	2	4	5	I honestly didnt think I was very creative until I got into DnD. I learned a lot about mysekd and about others. I learned to listen better, improved my language skills(I am not a native speaker) and being present.
	creativity|expression|english
2019/06/20 4:56:55 PM GMT+2	5	4	2	4	4	3	
	
2019/06/20 4:59:29 PM GMT+2	5	3	3	4	2	5	Improved improve skills
	improvisation
2019/06/20 5:04:40 PM GMT+2	10	4	4	4	4	4	
	
2019/06/20 5:07:06 PM GMT+2	3	3	3	4	4	5	How to make more friends with common interests and be better at speaking out.
	friendship|social
2019/06/20 5:08:23 PM GMT+2	3	2	4	4	4	1	Effective communication between friends; confidence in myself, my humor, and my ideas; creative problem solving; and a better understanding of what really makes storytelling 
	friendship|confidence|problem solving|storytelling
2019/06/20 5:08:54 PM GMT+2	31 	3	5	5	4	4	Conflict resolution. How to describe something complicated and leave little doubt what's being seen.Public speaking, how to hold a room. Intense planning, time management, how to reconsider goals as a Dungeonmaster and player when things not only do not break my way but plans go off the rails. How to say 'No' with a good reason backing it up. How to say 'Yes' the same way.  
	management
2019/06/20 5:09:35 PM GMT+2	2	1	2	4	4	4	I learned how to be myself, ironic when you are playing the role of another person, but each character I play is a reflection of a piece of me
	expression
2019/06/20 5:12:52 PM GMT+2	18	3	4	4	5	4	Friendship, comradery, math
	friendship|math
2019/06/20 5:20:35 PM GMT+2	0.5	1	2	2	2	2	Confidence
	confidence
2019/06/20 5:24:43 PM GMT+2	3	4	3	5	4	4	Writing skills, and problem solving skills
	writing|problem solving
2019/06/20 5:24:56 PM GMT+2	2	2	4	5	4	5	I've learned more than anything else, empathy through D&D. It's helped me to see how other people think and feel about things. I used to struggle with it greatly, but through D&D and roleplaying I've begun to see how everything someone does has a reason.
	empathy
2019/06/20 5:35:41 PM GMT+2	4	2	3	4	3	4	
	
2019/06/20 5:36:57 PM GMT+2	3	3	3	4	4	4	Voice acting skills, creative problem solving skills, adaptation to different circumstances and systems
	creativity|problem solving
2019/06/20 5:37:39 PM GMT+2	23	3	4	5	2	3	Creativity and story writing skills. As well as communication and storytelling. storytelling and story wringing are separate and supportive skill sets that never the less are very different.
	creativity|storytelling
2019/06/20 5:37:41 PM GMT+2	1	4	3	4	5	3	
	
2019/06/20 5:38:30 PM GMT+2	3	4	3	4	4	4	How to improvise
	improvisation
2019/06/20 5:39:03 PM GMT+2	11	4	4	4	4	4	Group social dynamics 
	social
2019/06/20 5:39:45 PM GMT+2	2	3	3	5	4	5	
	
2019/06/20 5:46:38 PM GMT+2	12	4	2	4	3	4	
	
2019/06/20 5:47:29 PM GMT+2	10	4	5	5	5	5	The ability to understand that you as a person are only a piece of a much larger puzzle and that with that understanding comes the ability to make sense and cope with life.
	understanding
2019/06/20 5:49:48 PM GMT+2	30	3	5	5	5	5	How to think strategically
	strategy
2019/06/20 5:50:32 PM GMT+2	6	3	1	1	3	1	
	
2019/06/20 5:52:20 PM GMT+2	18	3	2	3	3	5	Collective storytelling is incredible for inspiration and the importance of regular, habitual activities with friends you want to keep close
	storytelling|friendship
2019/06/20 5:58:08 PM GMT+2	4	1	3	5	4	4	Confidence in not just myself in general but confidence in the roles/characters I play.
	confidence|expression
2019/06/20 6:01:46 PM GMT+2	1	3	3	4	4	4	
	
2019/06/20 6:03:30 PM GMT+2	3	3	4	3	5	4	I've learned about people, about this strange fantastic, and genuinely fun subculture. I've learned that most people, once they get past the initial weird factor, love to play and let their imaginations run wild. I've learned that just because someone isn't like you, doesn't mean you can't be friends. Problem solving, a greater understanding of the importance of diversity, improved mental health, I can link all of that to TTRPGs. And it hasn't even been hard work- it has come naturally in the form of playing a game.
	fun|friendship|problem solving|emotion|expression
2019/06/20 6:05:14 PM GMT+2	12	3	3	4	4	4	Management, Improved Improvisation
	management|improvisation
2019/06/20 6:09:21 PM GMT+2	1	2	4	5	4	4	Working with a team
	social
2019/06/20 6:09:57 PM GMT+2	5	4	4	4	3	5	I am a business major. Besides a general sense of happiness and hobby, I apply the skills needed to DM a group and create a world for them in almost all of my classes and works.
	management
2019/06/20 6:10:41 PM GMT+2	1	2	4	4	4	5	Say ‘yes’ and even bad things can br a good story
	improvisation
2019/06/20 6:12:00 PM GMT+2	9	4	3	5	3	5	Escape is possible.
	improvisation
2019/06/20 6:15:07 PM GMT+2	5	4	4	4	3	3	Practice in communication is very valuable 
	social
2019/06/20 6:20:15 PM GMT+2	2	4	3	4	4	4	Improvisational skills, leadership skills, lots of dice and minis
	improvisation
2019/06/20 6:22:45 PM GMT+2	5	1	4	5	3	3	I've learned to be anle to not take things so seriously, and how to remain calm even when other people are irritating me.
	social
2019/06/20 6:23:17 PM GMT+2	5	2	3	3	3	3	Creative Outlet
	creativity
2019/06/20 6:26:17 PM GMT+2	3	3	2	2	3	2	
	
2019/06/20 6:27:26 PM GMT+2	1	3	4	5	4	4	To be more open socially
	social
2019/06/20 6:28:16 PM GMT+2	3	1	5	5	4	4	A better understanding of myself through branches of people I act out. The same goes for other people. Seeing the characters and the thought processes they go through help you learn things you normally wouldn't.
	expression|empathy
2019/06/20 6:29:00 PM GMT+2	7	3	4	5	4	5	I have gained a new group of friends and a respect for ideas and ways of thinking that I don’t personally follow.
	friendship|empathy
2019/06/20 6:38:52 PM GMT+2	3	1	2	2	2	4	
	
2019/06/20 6:46:04 PM GMT+2	4	4	5	5	2	4	I have learned to become a better speaker/orator in all forms, especially with regards to choosing the words that I use when I speak with others (that is, I use much more precise wording, especially when describing past events and my own thoughts and feelings). I have also become better at adapting to unexpected social situations effectively, including when I am asked difficult or unexpected questions or when a tense social situation needs to be diffused (e.g., being able to reduce tension when the potential for quarreling between people occurs).
	public speaking|improvisation
2019/06/20 6:57:27 PM GMT+2	2	3	3	4	4	4	
	
2019/06/20 7:00:05 PM GMT+2	2	5	5	5	5	5	Tabletop games have given me everything! It's all of my hobbies mashed together. If I get bored of writing a new story for my players, I can work on painting miniatures or building scenery for the table. If I get bored of that I can create new NPCs for the campaign. It's given me such a huge creative outlet that I wouldn't have anywhere else. 
	creativity|fun
2019/06/20 7:01:03 PM GMT+2	2	4	3	4	4	5	Storytelling
	storytelling
2019/06/20 7:04:12 PM GMT+2	3	2	1	5	3	4	What makes a good story
	storytelling
2019/06/20 7:05:46 PM GMT+2	1	2	3	4	4	4	As a director/animator, it helps me excersice my understanding of character dynamics in a fun and compelling way. It allows me to develope characters, loveable and hated, and gives me the opportunity to look at the outside perspective of what others may find a compelling character to be. Also, as an introvert, it really helps to get me out of my comfort zone and project myself more, be that astounding others with fantastic ideas or knocking em dead when I make a fool of myself. I have confidence in myself and can feel comfortable in either case.
	storytelling|expression|confidence
2019/06/20 7:09:51 PM GMT+2	35	4	2	4	3	4	
	
2019/06/20 7:13:05 PM GMT+2	40	2	1	2	2	1	Games (and hanging out with friends) are an escape from life's stresses.  A good way to unwind. 
	fun
2019/06/20 7:14:23 PM GMT+2	12	1	3	4	4	2	How to put myself in someone else's mindset. How to be more present. 
	empathy|confidence
2019/06/20 7:27:47 PM GMT+2	1	1	3	4	4	3	
	
2019/06/20 7:47:21 PM GMT+2	3	2	2	3	2	3	
	
2019/06/20 7:48:42 PM GMT+2	2	3	3	4	4	5	
	
2019/06/20 7:57:09 PM GMT+2	3	2	2	2	2	2	
	
2019/06/20 8:03:47 PM GMT+2	10	4	4	5	3	5	Being primarily a DM, D&D has helped me with my creativity, my writing ability, my improvisational ability, as well as my ability to communicate with my friends and players about issues they are having.
	creativity|storytelling|improvisation|emotion
2019/06/20 8:08:07 PM GMT+2	1	1	3	4	3	3	
	
2019/06/20 8:16:37 PM GMT+2	15	2	3	5	5	5	I've learned to do math quicker in my head - I have dyscalculia and so mental math requires significant effort for even single digit addition. Having to add dice together all the time has improved my ability to do so fairly significantly, to the point where other people are capable of noticing it. I still get it wrong or run across numbers I just can't add together or divide (resistance/saves), but overall its improved considerably.
	math
2019/06/20 9:09:31 PM GMT+2	5	4	3	4	4	4	Improvisation, public speaking, and organization skills
	improvisation|public speaking|management
2019/06/20 9:17:40 PM GMT+2	25	3	1	4	3	5	Its a great platform to act upon those urges that are stigmatized by society (ie: whats it like to kill someone, be a different gender, act like an asshole or perform without judgement). Better than any substance ive used at helping me escape my problems. Also, as a writer, i love DMing. Great way to create lasting tales you and your friends can refer to again and again year after year.
	expression|writing|friendship
2019/06/20 9:29:59 PM GMT+2	3	2	4	3	3	4	I have had trouble with sportsmanship in games before, my GM and party have helped me be better about this
	emotion
2019/06/20 9:52:43 PM GMT+2	1	4	2	5	4	4	Confidence, storytelling, and teamwork
	confidence|storytelling
2019/06/20 9:53:18 PM GMT+2	3	2	4	4	4	4	
	
2019/06/20 10:24:59 PM GMT+2	7	4	4	5	5	4	The biggest thing I've gained is confidence and the ability to improvise. I'm mostly a DM, so I have to be prepared to stand up for myself and my decisions if a player wants to go against established rules or lore. I also have to be ready to improvise at a moment's notice, because players like to break things.
	confidence|improvisation
2019/06/20 10:38:52 PM GMT+2	2	4	3	3	2	3	How to occupy time in an enjoyable way
	fun
2019/06/20 11:27:05 PM GMT+2	1	2	2	3	3	3	That I'm actually transracial and am scheduled to have a negroplasty this October!
	?
2019/06/21 12:08:25 AM GMT+2	2	4	3	3	4	3	Improvisation 
	improvisation
2019/06/21 12:10:08 AM GMT+2	9	3	4	5	4	4	
	
2019/06/21 2:14:09 AM GMT+2	3	3	4	4	3	4	I can analyze myself in situations that I would rather not be in personally to learn about myself. It is also a good way to hang on to friends. 
	practice irl|friendship
2019/06/21 2:19:41 AM GMT+2	5	1	5	5	4	5	An empathy that can only come from actively putting yourself in the shoes of others and an appreciation for the world's systems thanks to the carefully crafted settings my DMs have presented me.
	empathy
2019/06/21 9:38:05 AM GMT+2	4	3	3	5	5	5	
	
2019/06/21 9:51:33 AM GMT+2	3	4	1	1	1	2	Creativity
	creativit
2019/06/21 11:55:03 AM GMT+2	1	1	1	3	1	1	my friends are dicks 
	friendship
2019/06/21 3:25:46 PM GMT+2	25	4	5	5	5	5	Happiness, escapism, intellectual satisfaction, relaxation, stress, creative satisfaction, many other things.
	creativity|fun
2019/06/21 11:41:34 PM GMT+2	4	2	5	4	3	4	The biggest thing I’ve learned is how to say “no” to people 
	social|expression
2019/06/21 11:41:58 PM GMT+2	6	1	2	2	2	2	Patience
	social
2019/06/21 11:43:59 PM GMT+2	1 	4	2	4	4	4	
	
2019/06/21 11:50:25 PM GMT+2	10	4	2	4	2	3	I have learned to develop my creativity in many aspects 
	creativity
2019/06/21 11:55:29 PM GMT+2	3	3	4	5	5	5	-Team Communication-Teamwork-Resource Management-Creative Problem Solving
	management|problem solving
2019/06/21 11:56:41 PM GMT+2	1 	2	3	4	3	3	Strategic thinking 
	strategy
2019/06/22 12:02:25 AM GMT+2	25	3	4	3	4	4	Problem solving, working collectively as a group, team building, mental math skills, and outside the box thinking.
	problem solving|social|math
2019/06/22 12:05:33 AM GMT+2	28	3	3	5	4	3	No idea, I’ve been gaming too long totellsnymore
	
2019/06/22 12:06:02 AM GMT+2	1	3	1	3	3	2	Fun
	fun
2019/06/22 12:28:18 AM GMT+2	1	4	4	4	4	4	Improv
	improvisation
2019/06/22 12:37:39 AM GMT+2	1	1	1	4	4	2	A community 
	friendship
2019/06/22 12:38:50 AM GMT+2	25	4	4	5	4	5	Confidence, ability to examine viewpoints not my own
	confidence|empathy
2019/06/22 1:07:44 AM GMT+2	3	4	4	4	5	5	
	
2019/06/22 1:09:25 AM GMT+2	1	1	4	4	4	4	Empathy, by seeing through another characters eyes. Creativity, by creating a fun and exciting Story. 
	empathy|creativity
2019/06/22 1:10:44 AM GMT+2	5	3	3	4	3	4	
	
2019/06/22 1:31:56 AM GMT+2	4	3	4	5	4	5	Playing RPGs has helped tremendously with my depression, and I have learned valuable skills such as public speaking and improvisation
	emotion|improvisation
2019/06/22 10:25:18 AM GMT+2	5	4	4	5	4	5	I've gained a new way to bond with family that I otherwise couldn't talk to. I've learned better how to describe things from a writing stand point. I gained a group of friends that I otherwise wouldn't have.
	friendship
2019/06/22 11:24:12 AM GMT+2	1	1	3	4	3	3	
	
2019/06/22 6:53:20 PM GMT+2	5	3	3	4	4	4	Several real friendships.
	friendship
2019/06/25 3:54:44 AM GMT+2	2	2	3	4	4	4	How to be more social
	social
2019/06/25 8:24:07 AM GMT+2	1.5	4	2	4	3	5	Leadership skills and authority throught being a DM	management
